"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","chrom","strand","left","right","symbol","name","location"
"ENSG00000124507",2176.624,0.191,0.047,4.019,0,0.02,"6","+",34433915,34503006,"PACSIN1","protein kinase C and casein kinase substrate in neurons 1 [Source:HGNC Symbol;Acc:HGNC:8570]","6:34433915-34503006"
"ENSG00000057657",45.433,0.397,0.106,3.748,0,0.049,"6","+",106534194,106555383,"PRDM1","PR domain containing 1, with ZNF domain [Source:HGNC Symbol;Acc:HGNC:9346]","6:106534194-106555383"
"ENSG00000016402",1329.571,0.243,0.036,6.736,0,0,"6","-",137321107,137366101,"IL20RA","interleukin 20 receptor subunit alpha [Source:HGNC Symbol;Acc:HGNC:6003]","6:137321107-137366101"
"ENSG00000157240",272.705,0.254,0.062,4.112,0,0.016,"7","+",90893782,90898123,"FZD1","frizzled class receptor 1 [Source:HGNC Symbol;Acc:HGNC:4038]","7:90893782-90898123"
"ENSG00000102096",572.887,0.432,0.045,9.546,0,0,"X","-",48770458,48776301,"PIM2","Pim-2 proto-oncogene, serine/threonine kinase [Source:HGNC Symbol;Acc:HGNC:8987]","X:48770458-48776301"
"ENSG00000020181",215.184,0.27,0.065,4.139,0,0.015,"8","+",37641708,37687511,"ADGRA2","adhesion G protein-coupled receptor A2 [Source:HGNC Symbol;Acc:HGNC:17849]","8:37641708-37687511"
"ENSG00000221869",602.362,0.372,0.087,4.258,0,0.01,"8","-",48649470,48651648,"CEBPD","CCAAT/enhancer binding protein (C/EBP), delta [Source:HGNC Symbol;Acc:HGNC:1835]","8:48649470-48651648"
"ENSG00000104490",107.428,0.295,0.077,3.825,0,0.038,"8","-",102698770,103137135,"NCALD","neurocalcin delta [Source:HGNC Symbol;Acc:HGNC:7655]","8:102698770-103137135"
"ENSG00000008513",881.349,0.292,0.051,5.686,0,0,"8","-",134467090,134584183,"ST3GAL1","ST3 beta-galactoside alpha-2,3-sialyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:10862]","8:134467090-134584183"
"ENSG00000153714",2342.83,-0.141,0.035,-4.078,0,0.018,"9","+",12775019,12822130,"LURAP1L","leucine rich adaptor protein 1-like [Source:HGNC Symbol;Acc:HGNC:31452]","9:12775019-12822130"
"ENSG00000260912",360.8,0.273,0.055,5.004,0,0,"9","+",19453206,19455171,"RP11-363E7.4","","9:19453206-19455171"
"ENSG00000119403",1005.413,0.2,0.044,4.533,0,0.003,"9","-",123617976,123639606,"PHF19","PHD finger protein 19 [Source:HGNC Symbol;Acc:HGNC:24566]","9:123617976-123639606"
"ENSG00000173848",1998.658,0.201,0.051,3.948,0,0.026,"10","+",5454513,5500426,"NET1","neuroepithelial cell transforming 1 [Source:HGNC Symbol;Acc:HGNC:14592]","10:5454513-5500426"
"ENSG00000166272",1540.573,-0.128,0.03,-4.263,0,0.01,"10","+",104503726,104575997,"WBP1L","WW domain binding protein 1-like [Source:HGNC Symbol;Acc:HGNC:23510]","10:104503726-104575997"
"ENSG00000166106",686.559,0.242,0.041,5.879,0,0,"11","+",130318868,130346532,"ADAMTS15","ADAM metallopeptidase with thrombospondin type 1 motif 15 [Source:HGNC Symbol;Acc:HGNC:16305]","11:130318868-130346532"
"ENSG00000139263",786.452,-0.28,0.069,-4.068,0,0.018,"12","-",59265930,59313327,"LRIG3","leucine-rich repeats and immunoglobulin-like domains 3 [Source:HGNC Symbol;Acc:HGNC:30991]","12:59265930-59313327"
"ENSG00000255629",26.264,0.63,0.155,4.063,0,0.018,"12","-",64540167,64541637,"RP11-196H14.3","","12:64540167-64541637"
"ENSG00000100906",1105.89,0.206,0.033,6.253,0,0,"14","-",35870716,35873952,"NFKBIA","nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, alpha [Source:HGNC Symbol;Acc:HGNC:7797]","14:35870716-35873952"
"ENSG00000129514",1806.262,-0.401,0.055,-7.31,0,0,"14","-",38059188,38064239,"FOXA1","forkhead box A1 [Source:HGNC Symbol;Acc:HGNC:5021]","14:38059188-38064239"
"ENSG00000126822",504.418,0.199,0.046,4.311,0,0.008,"14","+",65170819,65197406,"PLEKHG3","pleckstrin homology and RhoGEF domain containing G3 [Source:HGNC Symbol;Acc:HGNC:20364]","14:65170819-65197406"
"ENSG00000089737",3098.646,0.152,0.03,5.055,0,0,"14","-",94517265,94547544,"DDX24","DEAD (Asp-Glu-Ala-Asp) box helicase 24 [Source:HGNC Symbol;Acc:HGNC:13266]","14:94517265-94547544"
"ENSG00000181026",292.332,0.226,0.055,4.094,0,0.017,"15","+",89164526,89175513,"AEN","apoptosis enhancing nuclease [Source:HGNC Symbol;Acc:HGNC:25722]","15:89164526-89175513"
"ENSG00000102996",589.167,0.217,0.046,4.707,0,0.002,"16","+",58059469,58080805,"MMP15","matrix metallopeptidase 15 [Source:HGNC Symbol;Acc:HGNC:7161]","16:58059469-58080805"
"ENSG00000070761",614.439,0.244,0.042,5.865,0,0,"16","-",58147495,58163354,"CFAP20","cilia and flagella associated protein 20 [Source:HGNC Symbol;Acc:HGNC:29523]","16:58147495-58163354"
"ENSG00000198740",739.203,0.165,0.042,3.976,0,0.024,"17","-",47366567,47367222,"ZNF652","zinc finger protein 652 [Source:HGNC Symbol;Acc:HGNC:29147]","17:47366567-47367222"
"ENSG00000108387",110.508,0.303,0.081,3.746,0,0.049,"17","-",56597610,56605342,"SEPT4","septin 4 [Source:HGNC Symbol;Acc:HGNC:9165]","17:56597610-56605342"
"ENSG00000166685",999.421,0.133,0.032,4.129,0,0.015,"17","+",71189128,71204646,"COG1","component of oligomeric golgi complex 1 [Source:HGNC Symbol;Acc:HGNC:6545]","17:71189128-71204646"
"ENSG00000133193",1015.386,0.22,0.035,6.242,0,0,"17","-",71203491,71228506,"FAM104A","family with sequence similarity 104 member A [Source:HGNC Symbol;Acc:HGNC:25918]","17:71203491-71228506"
"ENSG00000177426",396.228,0.198,0.047,4.178,0,0.013,"18","+",3411605,3457682,"TGIF1","TGFB-induced factor homeobox 1 [Source:HGNC Symbol;Acc:HGNC:11776]","18:3411605-3457682"
"ENSG00000152229",369.624,-0.22,0.05,-4.395,0,0.006,"18","-",43563501,43652223,"PSTPIP2","proline-serine-threonine phosphatase interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:9581]","18:43563501-43652223"
"ENSG00000101236",764.32,0.286,0.045,6.294,0,0,"20","-",3907955,3996036,"RNF24","ring finger protein 24 [Source:HGNC Symbol;Acc:HGNC:13779]","20:3907955-3996036"
"ENSG00000087510",670.684,-0.252,0.043,-5.905,0,0,"20","+",55204357,55214339,"TFAP2C","transcription factor AP-2 gamma (activating enhancer binding protein 2 gamma) [Source:HGNC Symbol;Acc:HGNC:11744]","20:55204357-55214339"
"ENSG00000149658",2135.92,0.19,0.032,5.967,0,0,"20","-",61826780,61847586,"YTHDF1","YTH N(6)-methyladenosine RNA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:15867]","20:61826780-61847586"
"ENSG00000197457",34.401,0.508,0.131,3.888,0,0.031,"20","-",62271060,62284780,"STMN3","stathmin 3 [Source:HGNC Symbol;Acc:HGNC:15926]","20:62271060-62284780"
"ENSG00000171970",88.403,0.31,0.082,3.774,0,0.045,"19","+",2900895,2918474,"ZNF57","zinc finger protein 57 [Source:HGNC Symbol;Acc:HGNC:13125]","19:2900895-2918474"
"ENSG00000241015",152.177,0.31,0.072,4.333,0,0.008,"19","+",53935236,53947923,"TPM3P9","tropomyosin 3 pseudogene 9 [Source:HGNC Symbol;Acc:HGNC:44142]","19:53935236-53947923"
"ENSG00000178935",502.733,-0.249,0.06,-4.115,0,0.016,"19","-",58315208,58324772,"ZNF552","zinc finger protein 552 [Source:HGNC Symbol;Acc:HGNC:26135]","19:58315208-58324772"
"ENSG00000100219",7754.521,-0.265,0.056,-4.714,0,0.002,"22","-",29190542,29196585,"XBP1","X-box binding protein 1 [Source:HGNC Symbol;Acc:HGNC:12801]","22:29190542-29196585"
"ENSG00000100105",788.288,0.175,0.037,4.691,0,0.002,"22","-",31721789,31742218,"PATZ1","POZ (BTB) and AT hook containing zinc finger 1 [Source:HGNC Symbol;Acc:HGNC:13071]","22:31721789-31742218"
