"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","chrom","strand","left","right","symbol","name","location"
"ENSG00000203865",1960.805,0.24,0.042,5.674,0,0,"1","-",116934868,116961244,"ATP1A1-AS1","ATP1A1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:28262]","1:116934868-116961244"
"ENSG00000183508",517.76,0.836,0.072,11.671,0,0,"1","+",118148555,118170994,"FAM46C","family with sequence similarity 46 member C [Source:HGNC Symbol;Acc:HGNC:24712]","1:118148555-118170994"
"ENSG00000134250",5504.049,0.398,0.07,5.694,0,0,"1","-",120454175,120612240,"NOTCH2","notch 2 [Source:HGNC Symbol;Acc:HGNC:7882]","1:120454175-120612240"
"ENSG00000171943",187.811,0.281,0.061,4.625,0,0,"1","+",121107123,121129949,"SRGAP2C","SLIT-ROBO Rho GTPase activating protein 2C [Source:HGNC Symbol;Acc:HGNC:30584]","1:121107123-121129949"
"ENSG00000196369",214.78,0.229,0.059,3.889,0,0.006,"1","+",143913614,144094424,"SRGAP2B","SLIT-ROBO Rho GTPase activating protein 2B [Source:HGNC Symbol;Acc:HGNC:35237]","1:143913614-144094424"
"ENSG00000162825",1262.163,0.373,0.065,5.758,0,0,"1","+",144146807,144160564,"NBPF20","neuroblastoma breakpoint family member 20 [Source:HGNC Symbol;Acc:HGNC:32000]","1:144146807-144160564"
"ENSG00000168614",759.72,0.299,0.046,6.46,0,0,"1","+",144811743,144830301,NA,NA,"1:144811743-144830301"
"ENSG00000163386",1950.24,0.416,0.063,6.629,0,0,"1","+",145289771,145370303,NA,NA,"1:145289771-145370303"
"ENSG00000131779",688.605,0.245,0.052,4.679,0,0,"1","+",145516251,145523730,"PEX11B","peroxisomal biogenesis factor 11 beta [Source:HGNC Symbol;Acc:HGNC:8853]","1:145516251-145523730"
"ENSG00000143127",20.616,0.348,0.075,4.626,0,0,"1","+",145524890,145543868,"ITGA10","integrin subunit alpha 10 [Source:HGNC Symbol;Acc:HGNC:6135]","1:145524890-145543868"
"ENSG00000198483",97.153,1.527,0.075,20.303,0,0,"1","+",145549229,145568526,"ANKRD35","ankyrin repeat domain 35 [Source:HGNC Symbol;Acc:HGNC:26323]","1:145549229-145568526"
"ENSG00000131788",2753.092,0.378,0.059,6.433,0,0,"1","+",145575232,145580322,"PIAS3","protein inhibitor of activated STAT 3 [Source:HGNC Symbol;Acc:HGNC:16861]","1:145575232-145580322"
"ENSG00000186364",337.168,0.293,0.058,5.056,0,0,"1","-",145586114,145589439,"NUDT17","nudix hydrolase 17 [Source:HGNC Symbol;Acc:HGNC:26618]","1:145586114-145589439"
"ENSG00000232637",341.811,0.216,0.055,3.885,0,0.006,"1","-",146032647,146215986,NA,NA,"1:146032647-146215986"
"ENSG00000186275",1194.345,0.314,0.05,6.254,0,0,"1","+",146373545,146467638,NA,NA,"1:146373545-146467638"
"ENSG00000203836",512.595,0.169,0.048,3.526,0,0.02,"1","-",147574427,147624267,NA,NA,"1:147574427-147624267"
"ENSG00000122497",630.848,0.359,0.052,6.888,0,0,"1","-",148003641,148025848,NA,NA,"1:148003641-148025848"
"ENSG00000203832",1354.208,0.346,0.06,5.737,0,0,"1","-",148250248,148347051,NA,NA,"1:148250248-148347051"
"ENSG00000243452",888.6,0.162,0.038,4.216,0,0.002,"1","+",148555978,148593723,NA,NA,"1:148555978-148593723"
"ENSG00000203827",543.499,0.293,0.045,6.518,0,0,"1","+",148739442,148758311,NA,NA,"1:148739442-148758311"
"ENSG00000143384",7495.725,0.425,0.051,8.271,0,0,"1","-",150547031,150552066,"MCL1","myeloid cell leukemia 1 [Source:HGNC Symbol;Acc:HGNC:6943]","1:150547031-150552066"
"ENSG00000160712",152.808,0.89,0.065,13.636,0,0,"1","+",154377668,154441926,"IL6R","interleukin 6 receptor [Source:HGNC Symbol;Acc:HGNC:6019]","1:154377668-154441926"
"ENSG00000253831",11.912,0.241,0.07,3.442,0.001,0.026,"1","-",157061835,157069600,"ETV3L","ets variant 3-like [Source:HGNC Symbol;Acc:HGNC:33834]","1:157061835-157069600"
"ENSG00000117036",665.807,0.385,0.058,6.664,0,0,"1","-",157090982,157108159,"ETV3","ets variant 3 [Source:HGNC Symbol;Acc:HGNC:3492]","1:157090982-157108159"
"ENSG00000198929",274.912,0.286,0.072,3.979,0,0.004,"1","+",162039563,162338241,"NOS1AP","nitric oxide synthase 1 adaptor protein [Source:HGNC Symbol;Acc:HGNC:16859]","1:162039563-162338241"
"ENSG00000239887",750.977,0.48,0.06,7.965,0,0,"1","+",162336697,162353167,"C1orf226","chromosome 1 open reading frame 226 [Source:HGNC Symbol;Acc:HGNC:34351]","1:162336697-162353167"
"ENSG00000235750",422.065,0.609,0.057,10.617,0,0,"1","-",175126122,175161929,"KIAA0040","KIAA0040 [Source:HGNC Symbol;Acc:HGNC:28950]","1:175126122-175161929"
"ENSG00000135821",3433.424,0.178,0.042,4.273,0,0.001,"1","-",182350838,182361341,"GLUL","glutamate-ammonia ligase [Source:HGNC Symbol;Acc:HGNC:4341]","1:182350838-182361341"
"ENSG00000143333",35.625,-0.423,0.077,-5.475,0,0,"1","-",182567757,182573543,"RGS16","regulator of G-protein signaling 16 [Source:HGNC Symbol;Acc:HGNC:9997]","1:182567757-182573543"
"ENSG00000081277",1536.414,0.323,0.072,4.469,0,0.001,"1","+",201252579,201302121,"PKP1","plakophilin 1 [Source:HGNC Symbol;Acc:HGNC:9023]","1:201252579-201302121"
"ENSG00000143842",862.908,0.216,0.052,4.135,0,0.002,"1","+",204042242,204088987,"SOX13","SRY-box 13 [Source:HGNC Symbol;Acc:HGNC:11192]","1:204042242-204088987"
"ENSG00000163545",68.496,-0.276,0.072,-3.815,0,0.008,"1","-",205271186,205290883,"NUAK2","NUAK family, SNF1-like kinase, 2 [Source:HGNC Symbol;Acc:HGNC:29558]","1:205271186-205290883"
"ENSG00000163486",1290.743,0.248,0.04,6.152,0,0,"1","+",206516199,206637776,NA,NA,"1:206516199-206637776"
"ENSG00000182795",15.438,0.28,0.074,3.784,0,0.008,"1","-",207191865,207206092,"C1orf116","chromosome 1 open reading frame 116 [Source:HGNC Symbol;Acc:HGNC:28667]","1:207191865-207206092"
"ENSG00000203709",54.77,0.393,0.077,5.109,0,0,"1","-",207974862,208042495,"C1orf132","chromosome 1 open reading frame 132 [Source:HGNC Symbol;Acc:HGNC:32018]","1:207974862-208042495"
"ENSG00000136636",2471.251,0.207,0.04,5.225,0,0,"1","+",215740734,215795149,"KCTD3","potassium channel tetramerization domain containing 3 [Source:HGNC Symbol;Acc:HGNC:21305]","1:215740734-215795149"
"ENSG00000143753",492.285,0.191,0.053,3.608,0,0.015,"1","+",224363457,224380055,"DEGS1","delta(4)-desaturase, sphingolipid 1 [Source:HGNC Symbol;Acc:HGNC:13709]","1:224363457-224380055"
"ENSG00000143772",294.949,0.238,0.064,3.731,0,0.01,"1","-",226819390,226925159,"ITPKB","inositol-trisphosphate 3-kinase B [Source:HGNC Symbol;Acc:HGNC:6179]","1:226819390-226925159"
"ENSG00000116574",240.548,0.455,0.073,6.266,0,0,"1","+",228870823,228882416,"RHOU","ras homolog family member U [Source:HGNC Symbol;Acc:HGNC:17794]","1:228870823-228882416"
"ENSG00000168118",577.778,0.294,0.045,6.501,0,0,"1","+",229406821,229424629,"RAB4A","RAB4A, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9781]","1:229406821-229424629"
"ENSG00000135750",602.275,0.296,0.044,6.702,0,0,"1","+",233749749,233808258,"KCNK1","potassium channel, two pore domain subfamily K, member 1 [Source:HGNC Symbol;Acc:HGNC:6272]","1:233749749-233808258"
"ENSG00000121644",747.294,0.212,0.064,3.314,0.001,0.038,"1","+",244816236,244872335,"DESI2","desumoylating isopeptidase 2 [Source:HGNC Symbol;Acc:HGNC:24264]","1:244816236-244872335"
"ENSG00000115738",1176.786,-0.17,0.045,-3.799,0,0.008,"2","+",8818974,8824583,"ID2","inhibitor of DNA binding 2, dominant negative helix-loop-helix protein [Source:HGNC Symbol;Acc:HGNC:5361]","2:8818974-8824583"
"ENSG00000115756",594.659,0.175,0.05,3.53,0,0.02,"2","+",10443014,10559973,"HPCAL1","hippocalcin-like 1 [Source:HGNC Symbol;Acc:HGNC:5145]","2:10443014-10559973"
"ENSG00000162975",65.341,-0.395,0.074,-5.32,0,0,"2","+",11052062,11054350,"KCNF1","potassium channel, voltage gated modifier subfamily F, member 1 [Source:HGNC Symbol;Acc:HGNC:6246]","2:11052062-11054350"
"ENSG00000169016",549.409,0.194,0.056,3.481,0,0.023,"2","-",11584500,11606272,"E2F6","E2F transcription factor 6 [Source:HGNC Symbol;Acc:HGNC:3120]","2:11584500-11606272"
"ENSG00000162981",135.871,-0.673,0.07,-9.65,0,0,"2","+",14772809,14780170,"FAM84A","family with sequence similarity 84 member A [Source:HGNC Symbol;Acc:HGNC:20743]","2:14772809-14780170"
"ENSG00000115884",3878.118,0.381,0.042,9.056,0,0,"2","-",20400557,20424873,"SDC1","syndecan 1 [Source:HGNC Symbol;Acc:HGNC:10658]","2:20400557-20424873"
"ENSG00000143878",4069.119,0.233,0.05,4.693,0,0,"2","+",20646834,20649200,"RHOB","ras homolog family member B [Source:HGNC Symbol;Acc:HGNC:668]","2:20646834-20649200"
"ENSG00000138074",1642.449,0.225,0.038,5.958,0,0,"2","-",27422454,27425917,"SLC5A6","solute carrier family 5 (sodium/multivitamin and iodide cotransporter), member 6 [Source:HGNC Symbol;Acc:HGNC:11041]","2:27422454-27425917"
"ENSG00000075426",1766.479,0.453,0.07,6.424,0,0,"2","+",28615314,28631669,"FOSL2","FOS-like antigen 2 [Source:HGNC Symbol;Acc:HGNC:3798]","2:28615314-28631669"
"ENSG00000163171",26.533,0.637,0.076,8.355,0,0,"2","-",37869031,37899334,"CDC42EP3","CDC42 effector protein (Rho GTPase binding) 3 [Source:HGNC Symbol;Acc:HGNC:16943]","2:37869031-37899334"
"ENSG00000171132",293.59,0.281,0.075,3.737,0,0.01,"2","+",45878483,46070173,"PRKCE","protein kinase C, epsilon [Source:HGNC Symbol;Acc:HGNC:9401]","2:45878483-46070173"
"ENSG00000068724",1006.176,0.308,0.058,5.329,0,0,"2","+",47143295,47301187,"TTC7A","tetratricopeptide repeat domain 7A [Source:HGNC Symbol;Acc:HGNC:19750]","2:47143295-47301187"
"ENSG00000243244",78.991,-0.27,0.07,-3.84,0,0.007,"2","+",48756521,48759056,"STON1","stonin 1 [Source:HGNC Symbol;Acc:HGNC:17003]","2:48756521-48759056"
"ENSG00000198369",1278.233,0.452,0.066,6.89,0,0,"2","-",65537984,65659311,"SPRED2","sprouty-related, EVH1 domain containing 2 [Source:HGNC Symbol;Acc:HGNC:17722]","2:65537984-65659311"
"ENSG00000124383",796.452,0.333,0.044,7.597,0,0,"2","+",71357443,71377231,"MPHOSPH10","M-phase phosphoprotein 10 (U3 small nucleolar ribonucleoprotein) [Source:HGNC Symbol;Acc:HGNC:7213]","2:71357443-71377231"
"ENSG00000003137",126.913,-0.29,0.068,-4.236,0,0.002,"2","-",72356366,72375167,"CYP26B1","cytochrome P450 family 26 subfamily B member 1 [Source:HGNC Symbol;Acc:HGNC:20581]","2:72356366-72375167"
"ENSG00000230836",343.921,-0.264,0.059,-4.443,0,0.001,"2","+",75167384,75169797,"LINC01293","long intergenic non-protein coding RNA 1293 [Source:HGNC Symbol;Acc:HGNC:50362]","2:75167384-75169797"
"ENSG00000168758",1463.638,-0.261,0.061,-4.279,0,0.001,"2","-",97525452,97535708,"SEMA4C","sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4C [Source:HGNC Symbol;Acc:HGNC:10731]","2:97525452-97535708"
"ENSG00000170500",1020.678,-0.309,0.056,-5.479,0,0,"2","-",100889752,100939195,"LONRF2","LON peptidase N-terminal domain and ring finger 2 [Source:HGNC Symbol;Acc:HGNC:24788]","2:100889752-100939195"
"ENSG00000204634",206.178,0.488,0.065,7.569,0,0,"2","-",101624078,101767715,"TBC1D8","TBC1 domain family member 8 [Source:HGNC Symbol;Acc:HGNC:17791]","2:101624078-101767715"
"ENSG00000115594",195.698,-0.23,0.065,-3.557,0,0.018,"2","+",102681003,102781413,"IL1R1","interleukin 1 receptor, type I [Source:HGNC Symbol;Acc:HGNC:5993]","2:102681003-102781413"
"ENSG00000115616",1205.974,0.188,0.053,3.58,0,0.017,"2","+",103236165,103327777,"SLC9A2","solute carrier family 9, subfamily A (NHE2, cation proton antiporter 2), member 2 [Source:HGNC Symbol;Acc:HGNC:11072]","2:103236165-103327777"
"ENSG00000144136",1362.54,0.47,0.044,10.622,0,0,"2","+",113403433,113421404,"SLC20A1","solute carrier family 20 (phosphate transporter), member 1 [Source:HGNC Symbol;Acc:HGNC:10946]","2:113403433-113421404"
"ENSG00000125637",956.419,0.369,0.046,8.084,0,0,"2","+",113914901,113940621,"PSD4","pleckstrin and Sec7 domain containing 4 [Source:HGNC Symbol;Acc:HGNC:19096]","2:113914901-113940621"
"ENSG00000115109",1182.75,0.187,0.056,3.332,0.001,0.037,"2","+",120770580,120936695,"EPB41L5","erythrocyte membrane protein band 4.1 like 5 [Source:HGNC Symbol;Acc:HGNC:19819]","2:120770580-120936695"
"ENSG00000136720",1070.59,-0.157,0.049,-3.228,0.001,0.049,"2","-",128994289,129075970,"HS6ST1","heparan sulfate 6-O-sulfotransferase 1 [Source:HGNC Symbol;Acc:HGNC:5201]","2:128994289-129075970"
"ENSG00000136002",299.328,0.404,0.064,6.267,0,0,"2","+",131594488,131672058,"ARHGEF4","Rho guanine nucleotide exchange factor 4 [Source:HGNC Symbol;Acc:HGNC:684]","2:131594488-131672058"
"ENSG00000115762",2771.29,0.285,0.039,7.314,0,0,"2","+",131862419,131905370,"PLEKHB2","pleckstrin homology domain containing B2 [Source:HGNC Symbol;Acc:HGNC:19236]","2:131862419-131905370"
"ENSG00000075886",10.306,0.219,0.068,3.239,0.001,0.048,"2","+",132233665,132240507,"TUBA3D","tubulin alpha 3d [Source:HGNC Symbol;Acc:HGNC:24071]","2:132233665-132240507"
"ENSG00000121966",61.534,-0.359,0.075,-4.79,0,0,"2","-",136871918,136873813,"CXCR4","chemokine (C-X-C motif) receptor 4 [Source:HGNC Symbol;Acc:HGNC:2561]","2:136871918-136873813"
"ENSG00000187123",397.899,0.295,0.063,4.695,0,0,"2","+",150186498,150330137,"LYPD6","LY6/PLAUR domain containing 6 [Source:HGNC Symbol;Acc:HGNC:28751]","2:150186498-150330137"
"ENSG00000236917",10.215,-0.229,0.067,-3.387,0.001,0.031,"2","-",154617962,154619159,"DNAJA1P2","DnaJ heat shock protein family (Hsp40) member A1 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:39338]","2:154617962-154619159"
"ENSG00000162989",68.341,-0.293,0.077,-3.799,0,0.008,"2","+",155554810,155714863,"KCNJ3","potassium channel, inwardly rectifying subfamily J, member 3 [Source:HGNC Symbol;Acc:HGNC:6264]","2:155554810-155714863"
"ENSG00000136560",437.148,-0.222,0.056,-3.961,0,0.004,"2","+",161993418,162092698,"TANK","TRAF family member associated NFKB activator [Source:HGNC Symbol;Acc:HGNC:11562]","2:161993418-162092698"
"ENSG00000144369",188.39,-0.235,0.069,-3.406,0.001,0.029,"2","+",187558697,187630685,"FAM171B","family with sequence similarity 171 member B [Source:HGNC Symbol;Acc:HGNC:29412]","2:187558697-187630685"
"ENSG00000151690",411.524,0.296,0.05,5.921,0,0,"2","+",191273080,191300882,"MFSD6","major facilitator superfamily domain containing 6 [Source:HGNC Symbol;Acc:HGNC:24711]","2:191273080-191300882"
"ENSG00000030419",153.826,-0.318,0.063,-5.023,0,0,"2","-",213864428,214015058,"IKZF2","IKAROS family zinc finger 2 [Source:HGNC Symbol;Acc:HGNC:13177]","2:213864428-214015058"
"ENSG00000115461",2265.782,-0.215,0.064,-3.346,0.001,0.035,"2","-",217536827,217560248,"IGFBP5","insulin like growth factor binding protein 5 [Source:HGNC Symbol;Acc:HGNC:5474]","2:217536827-217560248"
"ENSG00000127838",2108.543,0.361,0.064,5.607,0,0,"2","+",219135114,219137670,"PNKD","paroxysmal nonkinesigenic dyskinesia [Source:HGNC Symbol;Acc:HGNC:9153]","2:219135114-219137670"
"ENSG00000123983",2283.554,0.171,0.05,3.412,0.001,0.029,"2","+",223725651,223809357,"ACSL3","acyl-CoA synthetase long-chain family member 3 [Source:HGNC Symbol;Acc:HGNC:3570]","2:223725651-223809357"
"ENSG00000169047",2545.514,-0.276,0.048,-5.793,0,0,"2","-",227596032,227664475,"IRS1","insulin receptor substrate 1 [Source:HGNC Symbol;Acc:HGNC:6125]","2:227596032-227664475"
"ENSG00000115468",1314.276,0.417,0.071,5.903,0,0,"2","+",233470766,233547050,"EFHD1","EF-hand domain family member D1 [Source:HGNC Symbol;Acc:HGNC:29556]","2:233470766-233547050"
"ENSG00000188042",85.991,0.483,0.072,6.744,0,0,"2","-",235401684,235405697,"ARL4C","ADP ribosylation factor like GTPase 4C [Source:HGNC Symbol;Acc:HGNC:698]","2:235401684-235405697"
"ENSG00000124831",2014.779,0.132,0.039,3.348,0.001,0.035,"2","+",238536218,238688958,"LRRFIP1","leucine rich repeat (in FLII) interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:6702]","2:238536218-238688958"
"ENSG00000134107",311.249,0.259,0.064,4.026,0,0.003,"3","+",5020800,5027008,"BHLHE40","basic helix-loop-helix family member e40 [Source:HGNC Symbol;Acc:HGNC:1046]","3:5020800-5027008"
"ENSG00000071282",54.509,-0.268,0.076,-3.533,0,0.02,"3","+",8543392,8609805,"LMCD1","LIM and cysteine-rich domains 1 [Source:HGNC Symbol;Acc:HGNC:6633]","3:8543392-8609805"
"ENSG00000206560",1353.324,0.169,0.041,4.097,0,0.003,"3","-",15708742,15901278,"ANKRD28","ankyrin repeat domain 28 [Source:HGNC Symbol;Acc:HGNC:29024]","3:15708742-15901278"
"ENSG00000144655",155.098,0.303,0.063,4.804,0,0,"3","-",39183345,39195066,"CSRNP1","cysteine-serine-rich nuclear protein 1 [Source:HGNC Symbol;Acc:HGNC:14300]","3:39183345-39195066"
"ENSG00000163638",157.224,-0.315,0.067,-4.694,0,0,"3","-",64501332,64508187,"ADAMTS9","ADAM metallopeptidase with thrombospondin type 1 motif 9 [Source:HGNC Symbol;Acc:HGNC:13202]","3:64501332-64508187"
"ENSG00000144749",618.169,0.323,0.058,5.572,0,0,"3","-",66429220,66551356,"LRIG1","leucine-rich repeats and immunoglobulin-like domains 1 [Source:HGNC Symbol;Acc:HGNC:17360]","3:66429220-66551356"
"ENSG00000240405",7.653,-0.222,0.062,-3.579,0,0.017,"3","+",70048727,70063018,"LINC01212","long intergenic non-protein coding RNA 1212 [Source:HGNC Symbol;Acc:HGNC:49644]","3:70048727-70063018"
"ENSG00000168386",91.901,-0.57,0.077,-7.367,0,0,"3","-",99548984,99595017,"FILIP1L","filamin A interacting protein 1-like [Source:HGNC Symbol;Acc:HGNC:24589]","3:99548984-99595017"
"ENSG00000243701",85.275,0.267,0.071,3.745,0,0.01,"3","+",106959538,106967195,"DUBR","DPPA2 upstream binding RNA [Source:HGNC Symbol;Acc:HGNC:48569]","3:106959538-106967195"
"ENSG00000138496",246.608,0.499,0.067,7.411,0,0,"3","-",122246770,122283424,"PARP9","poly(ADP-ribose) polymerase family member 9 [Source:HGNC Symbol;Acc:HGNC:24118]","3:122246770-122283424"
"ENSG00000163840",412.879,0.331,0.068,4.877,0,0,"3","+",122283084,122294050,"DTX3L","deltex 3 like, E3 ubiquitin ligase [Source:HGNC Symbol;Acc:HGNC:30323]","3:122283084-122294050"
"ENSG00000173193",286.723,0.299,0.065,4.61,0,0,"3","+",122399464,122449687,"PARP14","poly(ADP-ribose) polymerase family member 14 [Source:HGNC Symbol;Acc:HGNC:29232]","3:122399464-122449687"
"ENSG00000160145",175.322,-0.295,0.066,-4.49,0,0.001,"3","+",123798869,123987860,"KALRN","kalirin, RhoGEF kinase [Source:HGNC Symbol;Acc:HGNC:4814]","3:123798869-123987860"
"ENSG00000091527",4122.39,-0.15,0.045,-3.363,0.001,0.033,"3","+",133292573,133309105,"CDV3","CDV3 homolog (mouse) [Source:HGNC Symbol;Acc:HGNC:26928]","3:133292573-133309105"
"ENSG00000181744",412.096,0.331,0.07,4.7,0,0,"3","+",143690639,143711201,"C3orf58","chromosome 3 open reading frame 58 [Source:HGNC Symbol;Acc:HGNC:28490]","3:143690639-143711201"
"ENSG00000018408",294.928,0.192,0.052,3.702,0,0.011,"3","-",149235021,149421060,"WWTR1","WW domain containing transcription regulator 1 [Source:HGNC Symbol;Acc:HGNC:24042]","3:149235021-149421060"
"ENSG00000244541",16.519,0.348,0.074,4.68,0,0,"3","+",149956305,149957990,"LINC01213","long intergenic non-protein coding RNA 1213 [Source:HGNC Symbol;Acc:HGNC:49648]","3:149956305-149957990"
"ENSG00000196428",1119.084,0.619,0.044,14.171,0,0,"3","+",150126121,150184218,"TSC22D2","TSC22 domain family member 2 [Source:HGNC Symbol;Acc:HGNC:29095]","3:150126121-150184218"
"ENSG00000181467",704.694,0.178,0.055,3.266,0.001,0.044,"3","+",152880028,152886265,"RAP2B","RAP2B, member of RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9862]","3:152880028-152886265"
"ENSG00000114790",595.02,0.345,0.045,7.742,0,0,"3","+",153838791,153975616,"ARHGEF26","Rho guanine nucleotide exchange factor 26 [Source:HGNC Symbol;Acc:HGNC:24490]","3:153838791-153975616"
"ENSG00000079257",553.654,0.257,0.065,3.966,0,0.004,"3","-",158363610,158387382,"LXN","latexin [Source:HGNC Symbol;Acc:HGNC:13347]","3:158363610-158387382"
"ENSG00000176597",45.482,0.278,0.076,3.641,0,0.014,"3","+",182971031,182991179,"B3GNT5","UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 5 [Source:HGNC Symbol;Acc:HGNC:15684]","3:182971031-182991179"
"ENSG00000228804",20.343,0.461,0.075,6.101,0,0,"3","+",187420100,187451637,"RP11-211G3.3","","3:187420100-187451637"
"ENSG00000113916",328.746,0.808,0.077,10.474,0,0,"3","-",187439164,187463515,"BCL6","B-cell CLL/lymphoma 6 [Source:HGNC Symbol;Acc:HGNC:1001]","3:187439164-187463515"
"ENSG00000223401",11.817,0.354,0.07,5.092,0,0,"3","+",187461473,187463208,"RP11-211G3.2","","3:187461473-187463208"
"ENSG00000180611",385.239,-0.271,0.048,-5.62,0,0,"3","-",192514603,192635950,"MB21D2","Mab-21 domain containing 2 [Source:HGNC Symbol;Acc:HGNC:30438]","3:192514603-192635950"
"ENSG00000185112",81.293,0.309,0.074,4.172,0,0.002,"3","+",194406621,194409762,"FAM43A","family with sequence similarity 43 member A [Source:HGNC Symbol;Acc:HGNC:26888]","3:194406621-194409762"
"ENSG00000251580",24.746,0.302,0.077,3.912,0,0.005,"4","-",6672451,6675557,"RP11-539L10.3","","4:6672451-6675557"
"ENSG00000170846",685.198,0.397,0.055,7.246,0,0,"4","+",6675177,6677774,"AC093323.3","","4:6675177-6677774"
"ENSG00000132405",987.335,0.279,0.036,7.766,0,0,"4","+",6910968,6925498,"TBC1D14","TBC1 domain family member 14 [Source:HGNC Symbol;Acc:HGNC:29246]","4:6910968-6925498"
